name,city,state,website,vertical,source_strategy,source_url,evidence,date_added
Buckhead Butcher Shop,Atlanta,GA,buckheadbutchershop.com,butchers,best_of_city_list,https://atlantafi.com/best-butcher-shops-atlanta/,"Gourmet Buckhead butcher named among Atlanta's best, premium quality meats and proteins with curation focus",2026-06-16
Southern Steer Butcher,Louisville,KY,southernsteer.com/location/louisville/,butchers,best_of_city_list,https://southernsteer.com/location/louisville/,Artisanal butcher offering prime artisanal cuts and daily specials; small regional group,2026-06-16
VanMeter James,Lexington,KY,vanmeterjames.com,butchers,press_awards_recent_momentum,https://6amcity.com/web/ky/lexington/business/boutique-butcher-shop-lexington-ky,"Boutique downtown Lexington butcher founded by a cattle farmer, specialty-cut Certified Angus Beef",2026-06-16
Critchfield Meats Family Market,Lexington,KY,critchfieldmeats.com,butchers,best_of_city_list,https://www.yelp.com/biz/critchfield-meats-family-market-lexington,Old-fashioned family butcher shop serving Lexington since 1969 with curated cuts and specialty products,2026-06-16
Legnon's Boucherie,Lafayette,LA,,butchers,best_of_city_list,https://www.lafayettetravel.com/blog/stories/post/cajun-boudin-trail/,Lafayette Cajun boucherie known for crawfish boudin and traditional Cajun meat products,2026-06-16
Iverstine Butcher,Baton Rouge,LA,iverstinebutcher.com,butchers,small_market_local_dominance,https://www.theadvocate.com/baton_rouge/entertainment_life/food_restaurants/iverstine-butcher-food-news/article_19cd7c9d-96c5-44d5-bc8b-0b9aa64b30a6.html,"The region's only whole-animal butcher, sources pasture-raised heritage Berkshire and grass-fed from own farm; farm retail/share offering whole/half animals",2026-06-16
Hebert's Specialty Meats,Maurice,LA,hebertsmaurice.com,butchers,best_of_city_list,https://www.hebertsmaurice.com/,"Home of the original deboned stuffed chicken and turducken with house Cajun boudin, andouille, tasso",2026-06-16
Don's Specialty Meats,Scott,LA,donsspecialtymeats.com,butchers,best_of_city_list,https://donsspecialtymeats.com/,"Cajun boucherie since 1993 making homemade boudin (voted best 9 years), cracklins and stuffed meats; Scott and Carencro locations",2026-06-16
Chris' Specialty Foods,Baton Rouge,LA,chrisspecialtyfoods.com,butchers,press_awards_recent_momentum,https://www.chrisspecialtyfoods.com/,"National-award Cajun butcher; sausages, turducken, deboned/stuffed meats, whole pigs, smoked and cured products",2026-06-16
McCord Butchery,Metairie,LA,mccordbutchery.com,butchers,press_awards_recent_momentum,https://www.myneworleans.com/local-couple-opens-mccord-butchery-in-metairie/,"Chef-driven European-style butcher with whole hog breakdowns, precision cuts and local sourcing",2026-06-16
Piece of Meat,New Orleans,LA,,butchers,best_of_city_list,https://www.foodnetwork.com/restaurants/la/new-orleans/piece-of-meat-restaurant,Mid-City neighborhood butcher shop and eatery focused on sustainably raised livestock and traditional methods,2026-06-16
Chop Shop Butchery,Charlotte,NC,chopshopbutchery.com,butchers,press_awards_recent_momentum,https://www.axios.com/local/charlotte/2024/02/04/asheville-butcher-chop-shop-expands-to-charlotte,Beloved Asheville whole-animal butcher expanded to Myers Park Charlotte; dry-aged beef and house charcuterie trusted by Michelin restaurants,2026-06-16
Hickory Nut Gap Farm,Fairview,NC,shop.hickorynutgap.com,butchers,small_market_local_dominance,https://hickorynutgap.com/farm-store/,"Farm retail/share: full-service butchery selling own 100% grassfed beef and pasture-raised pork, house sausages, whole/half/quarter animal purchases and a CSA program",2026-06-16
Highlands Butchery,Asheville,NC,,butchers,best_of_city_list,https://www.yelp.com/search?cflt=butcher&find_loc=Asheville%2C+NC,Listed among best Asheville butchers as a craft neighborhood butcher shop,2026-06-16
Acre Station Meat Farm,Pinetown,NC,acrestationmeatfarm.com,butchers,small_market_local_dominance,https://acrestationmeatfarm.com/,"Farm retail/share: own-label meat processed on site, half/whole hog packages ($298 whole hog) and beef packages cut to customer spec, plus smoked sausage and bacon",2026-06-16
Heifer & Bull,Murphy,NC,,butchers,small_market_local_dominance,https://shopmurphync.com/heifer-bull/,Local butchery serving the community with high-quality meats sourced and prepared with care,2026-06-16
Prime Brothers Butcher Shoppe,Garner,NC,primebrothersbutchershoppe.com,butchers,best_of_city_list,https://primebrothersbutchershoppe.com/,Family- and veteran-owned butcher sourcing from select family farms with 20+ varieties of homemade sausage and renowned prime rib,2026-06-16
Carnivore Butcher & Bottle,Sumter,SC,,butchers,small_market_local_dominance,https://www.yelp.com/biz/carnivore-butcher-and-bottle-sumter,"Sumter's grass-fed beef butcher with organic beef/pork/chicken, prepared meals, cheese and wine",2026-06-16
Evergreen Butcher + Baker,Atlanta,GA,evergreenbutcherandbaker.com,butchers,press_awards_recent_momentum,https://www.atlantamagazine.com/dining-news/the-return-of-the-neighborhood-butcher-shop/,"Whole-animal Kirkwood butcher receiving four whole hogs, half cow and a lamb weekly from Georgia grass-fed farms",2026-06-16
The Butcher on Whitlock,Marietta,GA,butcheronwhitlock.com,butchers,best_of_city_list,https://www.butcheronwhitlock.com/,"Chef-owned butcher with prime in-house dry-aged beef, house-ground burgers and charcuterie",2026-06-16
Blanche Farms Meats,Macon,GA,blanchefarmsmeats.com,butchers,small_market_local_dominance,https://www.blanchefarmsmeats.com/,"Farm retail/share: fresh premium cuts plus cured artisan salamis and bacon, Georgia-grown products",2026-06-16
The Pastures of Rose Creek,Watkinsville,GA,pasturesofrosecreek.com,butchers,small_market_local_dominance,https://www.pasturesofrosecreek.com/,Farm retail/share: 4th-generation grass-fed beef farm with on-property Sunday farmstand selling beef and farm products,2026-06-16
Smiley Brothers Specialty Foods,Pelham,AL,smileybrothersfoods.com,butchers,best_of_city_list,https://smileybrothersfoods.com/butcher,"Specialty butcher that buys only whole-muscle cuts, smokes/cures own meats, makes own sausage and bacon; wine and charcuterie boards",2026-06-16
Mark's Mart,Birmingham,AL,,butchers,best_of_city_list,https://birminghammomcollective.com/holidays-and-seasons/butcher-shops-birmingham/,"Butcher shop and deli serving Alabama since 1978 with high-quality meats, wine and specialty items",2026-06-16
Mr. P's Butcher Shop & Deli,Birmingham,AL,mrpdeli.com,butchers,best_of_city_list,https://alabama.travel/places-to-go/mr-p-s-butcher-shop-and-deli,"Neighborhood butcher and deli since 1975 offering finest cuts of meat, deli meats and gift boxes",2026-06-16
Rocket City Meats,Huntsville,AL,,butchers,best_of_city_list,https://butcherbud.com/butcher-shops/alabama/huntsville,Listed among Huntsville's notable local butcher/processing shops in the local food scene,2026-06-16
Corkshire Butcher Company,Huntsville,AL,corkshirebutchercompany.com,butchers,press_awards_recent_momentum,https://www.waff.com/2026/03/17/corkshire-butcher-company-where-you-can-go-get-quality-meat-cuts-locally/,Downtown Huntsville butcher with a 35-70 day dry-aging program unique to North Alabama and custom hand-selected cuts,2026-06-16
Pete's Fine Meats,Houston,TX,petesfinemeats.net,butchers,best_of_city_list,https://www.click2houston.com/features/2026/02/28/these-meat-markets-are-a-cut-above-when-it-comes-to-quality-flavor-and-tradition/,"Family-owned butcher since 1962, wide selection of wild game, exotic proteins and house-made sausages plus 40-day dry-aged prime steaks",2026-06-16
Revival Market,Houston,TX,,butchers,best_of_city_list,https://www.texasrealfood.com/revival-market-cafe-craft-butcher-shop/,"Craft butcher that helped launch Houston's local meat movement, carries 44 Farms beef and Yonder Way Farms pork",2026-06-16
Cherry Block Craft Butcher & Texas Market,Houston,TX,cherryblockmarket.com,butchers,press_awards_recent_momentum,https://www.cherryblockmarket.com/,"Craft butcher run by Felix Florez sourcing grass-fed cattle from small Gulf Coast ranchers, dry-aged steaks and house sausages",2026-06-16
Hebert's Specialty Meats,Houston,TX,,butchers,best_of_city_list,https://www.simplytexan.com/best-of-texas/top-5-butchers-in-houston-for-specialty-cuts/,Houston specialty butcher noted among top meat shops for Cajun-style specialty cuts and boudin,2026-06-16
B & W Meat Company,Houston,TX,,butchers,best_of_city_list,https://www.simplytexan.com/best-of-texas/top-5-butchers-in-houston-for-specialty-cuts/,Long-running full-service Houston butcher cited among the city's top specialty meat markets,2026-06-16
Premier Meat Market,Houston,TX,,butchers,best_of_city_list,https://www.simplytexan.com/best-of-texas/top-5-butchers-in-houston-for-specialty-cuts/,Independent Houston butcher listed among top-rated specialty meat markets,2026-06-16
Farmer's Fresh Meat,Houston,TX,farmersfreshmeat.com,butchers,best_of_city_list,https://farmersfreshmeat.com/,"Voted best meat market/butcher shop in Houston, one of few true full-service meat markets",2026-06-16
The Chopping Block,Houston,TX,,butchers,best_of_city_list,https://discover.texasrealfood.com/best-of-texas/top-5-butchers-in-houston-for-specialty-cuts,Cited among Houston's top 5 butchers for specialty cuts,2026-06-16
La Boucherie,Spring,TX,cajunmeats.com,butchers,small_market_local_dominance,https://cajunmeats.com/butcher-shop,"Cajun boucherie open since 1995, butchers handcraft sausages, boudin and bacon-wrapped creations; Abbeville LA family",2026-06-16
American Butchers,Dallas,TX,,butchers,best_of_city_list,https://dallasdossier.org/best-butcher-in-dallas,Collective of Nebraska ranching families hand-crafting USDA-inspected artisan meats at the farmers market,2026-06-16
The Meat Shop Butchery & Eatery,Dallas,TX,,butchers,press_awards_recent_momentum,https://www.citylovelist.com/post/the-best-butcher-shops-and-meat-markets-in-dallas-fort-worth,European-style butcher offering Rosewood Ranches certified grass-fed/grain-finished Wagyu beef,2026-06-16
Evan's Meat Market,Dallas,TX,,butchers,best_of_city_list,https://www.citylovelist.com/post/the-best-butcher-shops-and-meat-markets-in-dallas-fort-worth,"Neighborhood butcher with Cajun flair offering dry-aged meats, house-made sausages and high-quality cuts",2026-06-16
Cooper's,Dallas,TX,,butchers,best_of_city_list,https://www.citylovelist.com/post/the-best-butcher-shops-and-meat-markets-in-dallas-fort-worth,Trinity Grove steakhouse and one of the best meat markets in Dallas with catering,2026-06-16
Old Town Market,Lewisville,TX,,butchers,small_market_local_dominance,https://www.citylovelist.com/post/the-best-butcher-shops-and-meat-markets-in-dallas-fort-worth,"39-year neighborhood butcher with quality meats, Amish cheeses and house-made sausages",2026-06-16
Knife Butcher,Plano,TX,,butchers,press_awards_recent_momentum,https://www.texasmonthly.com/food/the-better-beef-buying-guide/,Texas Monthly-cited shop with steakhouse-quality dry-aged (45-240 day) ribeyes and sirloins from 44 Farms and HeartBrand,2026-06-16
Hirsch's Meats,Plano,TX,,butchers,press_awards_recent_momentum,https://www.texasmonthly.com/food/the-better-beef-buying-guide/,Texas Monthly-cited butcher since 1992 with hormone-free Wagyu from A Bar N Ranch and famous Italian/Polish sausage,2026-06-16
Local Yocal Farm to Market,McKinney,TX,localyocalfarmtomarket.com,butchers,small_market_local_dominance,https://localyocalfarmtomarket.com/our-store/,Farmer-owned full-service butcher; owner Matt Hamilton raises the grass-fed beef on his own ranch (farm retail/share); also Wagyu and Berkshire heritage pork,2026-06-16
Texas Heritage Beef Co.,Keller,TX,texasheritagebeef.com,butchers,small_market_local_dominance,https://www.texasheritagebeef.com/,Farm-retail dry-aged heritage beef producer selling direct at Keller Farmers Market (farm retail/share),2026-06-16
Tejas Meat Supply,Round Rock,TX,tejasmeatsupply.com,butchers,small_market_local_dominance,https://tejasmeatsupply.com/,"Premium butcher with Round Rock and Georgetown locations sourcing beef, pork and poultry from sustainable Texas ranches",2026-06-16
